name,manufacturer,price,series,microarchitecture,coreFamily,socket,coreCount,threadCount,baseClockGHz,boostClockGHz,l2CacheMBs,l3CacheMBs,tdpWatts,integratedGraphics,memoryMaxGBs,supportsEcc,includesCooler,hasSmt,smtType,URL
Intel Xeon E-2176G,Intel,$964.45+,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,6,12,3.7,4.7,1.5 MB,12 MB,80,Intel HD Graphics P630,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/rPyV3C/intel-xeon-e-2176g-37-thz-6-core-processor-bx80684e2176g
Intel Xeon E-2274G,Intel,$1098.95+,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,8,4,4.9,1 MB,8 MB,83,Intel HD Graphics P630,128 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/GGPgXL/intel-xeon-e-2274g-4-thz-quad-core-oemtray-processor-cm8068404174407
Intel Core i7-980,Intel,$349.95+,Intel Core i7,Westmere,Gulftown,LGA1366,6,12,3.333,N/A,1.5 MB,12 MB,130,None,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/GTkD4D/intel-cpu-bx80613i7980
Intel Celeron G1840,Intel,N/A,Intel Celeron,Haswell Refresh,Haswell Refresh,LGA1150,2,2,2.8,N/A,0.5 MB,2 MB,53,Intel HD Graphics,N/A,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/PTdqqs/intel-cpu-bx80646g1840
Intel Xeon E5-2609 V4,Intel,$280.00+,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,8,8,1.7,N/A,2 MB,20 MB,85,None,1536 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/pfvZxr/intel-cpu-bx80660e52609v4
AMD Phenom II X6 1055T,AMD,N/A,AMD Phenom II X6,K10,Thuban,AM3,6,6,2.8,N/A,3 MB,6 MB,125,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/LQQypg/amd-cpu-hdt55tfbgrbox
Intel Core 2 Duo E4300,Intel,$75.00+,Intel Core 2 Duo,Core,Conroe,LGA775,2,2,1.8,N/A,2 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/cX7wrH/intel-cpu-bx80557e4300
Intel Core i3-2100T,Intel,N/A,Intel Core i3,Sandy Bridge,Sandy Bridge,LGA1155,2,4,2.5,N/A,0.5 MB,3 MB,35,Intel HD Graphics 2000,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/ktfp99/intel-cpu-bx80623i32100t
AMD A6-3650,AMD,N/A,AMD A6,Lynx,Llano,FM1,4,4,2.6,N/A,4 MB,0 MB,100,Radeon HD 6530D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/ngMFf7/amd-cpu-ad3650wngxbox
AMD FX-8120,AMD,N/A,AMD FX,Bulldozer,Zambezi,AM3+,8,8,3.1,N/A,8 MB,8 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/vGCwrH/amd-cpu-fd8120wmw8kgu
AMD A4-5300,AMD,N/A,AMD A4,Piledriver,Trinity,FM2,2,2,3.4,N/A,1 MB,0 MB,65,Radeon HD 7480D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/KFjG3C/amd-cpu-ad5300okhjbox
Intel Xeon E3-1230,Intel,N/A,Intel Xeon E3,Sandy Bridge,Sandy Bridge,LGA1155,4,8,3.2,N/A,1 MB,8 MB,80,None,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/q8DwrH/intel-cpu-bx80623e31230
AMD A4-6300,AMD,N/A,AMD A4,Piledriver,Richland,FM2,2,2,3.7,3.9,1 MB,0 MB,65,Radeon HD 8370D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/qT6BD3/amd-cpu-ad6300okhlbox
Intel Pentium G2030,Intel,N/A,Intel Pentium,Ivy Bridge,Ivy Bridge,LGA1155,2,2,3,N/A,0.5 MB,3 MB,55,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/73K7YJ/intel-cpu-bx80637g2030
Intel Pentium G3240,Intel,N/A,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,2,3.1,N/A,0.5 MB,3 MB,53,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/HgDwrH/intel-cpu-bx80646g3240
AMD FX-8350,AMD,N/A,AMD FX,Piledriver,Vishera,AM3+,8,8,4,N/A,8 MB,8 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/yxh9TW/amd-cpu-fd8350frw8khk
Intel Core i5-8600T,Intel,N/A,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,6,2.3,3.7,1.5 MB,9 MB,35,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/8Lw7YJ/intel-core-i5-8600t-23ghz-6-core-oemtray-processor-cm8068403358708
Intel Core i3-9300,Intel,$299.95+,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,4,3.7,4.3,1 MB,8 MB,62,Intel UHD Graphics 630,64 GB,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/QD4BD3/intel-core-i3-9300-37-ghz-quad-core-processor-bx80684i39300
Intel Core i3-10305,Intel,N/A,Intel Core i3,Comet Lake,Comet Lake,LGA1200,4,8,3.8,4.5,1 MB,8 MB,65,Intel UHD Graphics 630,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/HnLFf7/intel-core-i3-10305-38-ghz-quad-core-processor-bx8070110305
Intel Xeon E5-2660 V3,Intel,N/A,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,10,20,2.6,3.3,2.5 MB,25 MB,105,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/rMnG3C/intel-cpu-bx80644e52660v3
Intel Core i7-975 Extreme Edition,Intel,N/A,Intel Core i7 Extreme,Nehalem,Bloomfield,LGA1366,4,8,3.33,N/A,1 MB,8 MB,130,None,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/8pvRsY/intel-cpu-bx80601975
AMD Athlon II X4 645,AMD,N/A,AMD Athlon II X4,K10,Propus,AM3,4,4,3.1,N/A,2 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/gjxfrH/amd-cpu-adx645wfgmbox
AMD FX-4170,AMD,N/A,AMD FX,Bulldozer,Zambezi,AM3+,4,4,4.2,N/A,4 MB,8 MB,125,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/YYxfrH/amd-cpu-fd4170frgubox
Intel Xeon E3-1225 V3,Intel,N/A,Intel Xeon E3,Haswell,Haswell,LGA1150,4,4,3.2,3.6,1 MB,8 MB,84,Intel HD Graphics P4600,N/A,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/PHXfrH/intel-cpu-bx80646e31225v3
Intel Xeon E3-1270 V2,Intel,N/A,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,8,3.5,N/A,1 MB,8 MB,69,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/WCBv6h/intel-cpu-cm8063701098301
Intel Xeon E3-1230 V5,Intel,N/A,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,8,3.4,3.8,1 MB,8 MB,80,None,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/w4dFf7/intel-cpu-bx80662e31230v5
Intel Core i3-7300,Intel,N/A,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4,4,N/A,0.5 MB,4 MB,51,Intel HD Graphics 630,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/XQM323/intel-core-i3-7300-40ghz-dual-core-processor-bx80677i37300
Intel Pentium G4560,Intel,N/A,Intel Pentium,Kaby Lake,Kaby Lake-S,LGA1151,2,4,3.5,N/A,0.5 MB,3 MB,54,Intel HD Graphics 610,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/mTVBD3/intel-pentium-g4560-35ghz-dual-core-oemtray-processor-cm8067702867064
Intel Xeon E-2246G,Intel,N/A,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,12,3.6,4.8,1.5 MB,12 MB,80,Intel HD Graphics P630,128 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/LJyqqs/intel-xeon-e-2246g-36-thz-6-core-oemtray-processor-cm8068404227903
Intel Celeron 430,Intel,$59.95+,Intel Celeron,Core,Conroe,LGA775,1,1,1.8,N/A,0.5 MB,0 MB,35,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/tDvRsY/intel-cpu-bx80557430
Intel Pentium G640T,Intel,$89.00+,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2,2.4,N/A,0.5 MB,3 MB,35,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/zVV48d/intel-cpu-bx80623g640t
Intel Core i7-7820X,Intel,$489.95+,Intel Core i7,Skylake,Skylake-X,LGA2066,8,16,3.6,4.5,8 MB,11 MB,140,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/DbJkcf/intel-i7-7820x-36ghz-8-core-oemtray-processor-cd8067303611000
Intel Xeon E3-1230 V6,Intel,$455.49 ,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,8,3.5,3.9,1 MB,8 MB,72,None,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/pncMnQ/intel-xeon-e3-1230-v6-35ghz-quad-core-oemtray-processor-cm8067702870650
Intel Core i9-9940X,Intel,$998.95+,Intel Core i9,Skylake,Skylake-X,LGA2066,14,28,3.3,4.4,14 MB,19.25 MB,165,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/Hpc48d/intel-core-i9-9940x-33-ghz-14-core-oemtray-processor-cd8067304175600
Intel Core 2 Duo E8400,Intel,$98.95+,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,3,N/A,6 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/tZmLrH/intel-cpu-at80570pj0806m
Intel Core 2 Extreme QX9650,Intel,N/A,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA775,4,4,3,N/A,12 MB,0 MB,130,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/VjMFf7/intel-cpu-bx80569qx9650
AMD Phenom II X2 560 Black,AMD,N/A,AMD Phenom II X2,K10,Callisto,AM3,2,2,3.3,N/A,1 MB,6 MB,80,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Y6zv6h/amd-cpu-hdz560wfgmbox
Intel Pentium E6700,Intel,N/A,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,3.2,N/A,2 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Kpw323/intel-cpu-bx80571e6700
AMD A6-3500,AMD,N/A,AMD A6,Lynx,Llano,FM1,3,3,2.1,N/A,3 MB,0 MB,65,Radeon HD 6530D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/v7Lypg/amd-cpu-ad3500ojgxbox
AMD Athlon II X4 640,AMD,N/A,AMD Athlon II X4,K10,Propus,AM3,4,4,3,N/A,2 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/ThH323/amd-cpu-adx640wfk42gm
Intel Core i5-2550K,Intel,N/A,Intel Core i5,Sandy Bridge,Sandy Bridge,LGA1155,4,4,3.4,N/A,1 MB,6 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/sWphP6/intel-cpu-bx80623i52550k
Intel Xeon E3-1220 V2,Intel,N/A,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,4,3.1,N/A,1 MB,8 MB,69,None,N/A,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/6gGkcf/intel-cpu-bx80637e31220v2
Intel Xeon E3-1245 V2,Intel,$135.35+,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,8,3.4,N/A,1 MB,8 MB,77,Intel HD Graphics P4000,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/Z37wrH/intel-cpu-bx80637e31245v2
Intel Xeon E3-1275 V3,Intel,N/A,Intel Xeon E3,Haswell,Haswell,LGA1150,4,8,3.5,3.9,1 MB,8 MB,84,Intel HD Graphics P4600,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/HDtCmG/intel-cpu-bx80646e31275v3
Intel Xeon E5-2620 V2,Intel,N/A,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,6,12,2.1,2.6,1.5 MB,15 MB,80,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/6YMFf7/intel-cpu-bx80635e52620v2
AMD A10-6700,AMD,N/A,AMD A10,Piledriver,Richland,FM2,4,4,3.7,N/A,2 MB,0 MB,65,Radeon HD 8670D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/h9xfrH/amd-cpu-ad6700oka44hl
Intel Xeon E5-1620,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,4,8,3.6,3.8,1 MB,10 MB,130,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/JqK7YJ/intel-cpu-cm8062101038606
Intel Xeon E5-1650,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,6,12,3.2,3.8,1.5 MB,12 MB,130,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/K2g323/intel-cpu-cm8062101102002
Intel Xeon E5-2650L V2,Intel,N/A,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,10,20,1.7,2.1,2.5 MB,25 MB,70,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/3WMFf7/intel-cpu-cm8063501287602
Intel Xeon E5-1650 V3,Intel,N/A,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,6,12,3.5,3.8,1.5 MB,15 MB,140,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/Cv648d/intel-cpu-bx80644e51650v3
Intel Core i3-6100T,Intel,N/A,Intel Core i3,Skylake,Skylake-S,LGA1151,2,4,3.2,N/A,0.5 MB,3 MB,35,Intel HD Graphics 530,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/vp8H99/intel-cpu-bx80662i36100t
Intel Xeon E3-1245 V5,Intel,N/A,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,8,3.5,3.9,1 MB,8 MB,80,Intel HD Graphics P530,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/BVcMnQ/intel-cpu-bx80662e31245v5
Intel Xeon E3-1235L V5,Intel,N/A,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,4,2,3,1 MB,8 MB,25,Intel HD Graphics P530,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/w9Nypg/intel-cpu-cm8066201935807
AMD Athlon 5370,AMD,N/A,AMD Athlon,Jaguar,Kabini,AM1,4,4,2.2,N/A,2 MB,0 MB,25,Radeon R3 (on die),N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/ywcMnQ/amd-cpu-ad5370jahmbox
Intel Core i9-7960X,Intel,N/A,Intel Core i9,Skylake,Skylake-X,LGA2066,16,32,2.8,4.4,16 MB,22 MB,165,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/kZkwrH/intel-core-i9-7960x-28ghz-16-core-oemtray-processor-cd8067303734802
Intel Core i3-8350K,Intel,N/A,Intel Core i3,Coffee Lake,Coffee Lake,LGA1151,4,4,4,N/A,1 MB,8 MB,91,Intel UHD Graphics 630,64 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/42gPxr/intel-core-i3-8350k-40ghz-quad-core-oemtray-processor-cm8068403376809
Intel Xeon E5-2650L V4,Intel,N/A,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,14,28,1.7,2.5,3.5 MB,35 MB,65,None,1536 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/MLs8TW/intel-xeon-e5-2650l-v4-17ghz-14-core-oemtray-processor-cm8066002033006
Intel Pentium Gold G5600,Intel,N/A,Intel Pentium Gold,Coffee Lake,Coffee Lake,LGA1151,2,4,3.9,N/A,0.5 MB,4 MB,54,Intel UHD Graphics 630,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/vsndnQ/intel-pentium-gold-g5600-39ghz-dual-core-processor-bx80684g5600
Intel Celeron E1200,Intel,N/A,Intel Celeron,Core,Conroe,LGA775,2,2,1.6,N/A,0.5 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/9MH323/intel-cpu-bx80557e1200
Intel Core i3-560,Intel,$89.95+,Intel Core i3,Westmere,Clarkdale,LGA1156,2,4,3.333,N/A,0.5 MB,4 MB,73,Intel HD Graphics,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/y8Bv6h/intel-cpu-bx80616i3560
AMD Athlon X2 370K,AMD,N/A,AMD Athlon X2,Piledriver,Richland,FM2,2,2,4.2,N/A,1 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/kx7wrH/amd-cpu-ad370kokhlbox
Intel Xeon E5-2687W V2,Intel,N/A,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,8,16,3.4,4,2 MB,25 MB,150,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/2Hdqqs/intel-cpu-bx80635e52687v2
Intel Core i3-7350K,Intel,N/A,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4,4.2,N/A,0.5 MB,4 MB,60,Intel HD Graphics 630,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/psPzK8/intel-core-i3-7350k-42ghz-dual-core-oemtray-processor-cm8067703014431
Intel Pentium E5200,Intel,N/A,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,2.5,N/A,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/hQQypg/intel-cpu-eu80571pg0602m
Intel Pentium E5300,Intel,$86.24+,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,2.6,N/A,2 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/thXfrH/intel-cpu-bx80571e5300
Intel Core 2 Duo E8600,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,3.33,N/A,6 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/7QQypg/intel-cpu-bx80570e8600
Intel Core i7-940,Intel,$149.94+,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,8,2.93,N/A,1 MB,8 MB,130,None,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/Qr8Zxr/intel-cpu-bx80601940
Intel Core 2 Quad Q8200,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.33,N/A,4 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/j6fp99/intel-cpu-bx80580q8200
AMD Athlon II X3 450,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,3.2,N/A,1.5 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/gBn2FT/amd-cpu-adx450wfgmbox
AMD Athlon II X4 630,AMD,N/A,AMD Athlon II X4,K10,Propus,AM3,4,4,2.8,N/A,2 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/kqZQzy/amd-cpu-adx630wfgmbox
Intel Core i3-3225,Intel,N/A,Intel Core i3,Ivy Bridge,Ivy Bridge,LGA1155,2,4,3.3,N/A,0.5 MB,3 MB,55,Intel HD Graphics 4000,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/XDYXsY/intel-cpu-bx80637i33225
AMD A10-5700,AMD,N/A,AMD A10,Piledriver,Trinity,FM2,4,4,3.4,N/A,4 MB,0 MB,65,Radeon HD 7660D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/DrK7YJ/amd-cpu-ad5700okhjbox
AMD Athlon II X4 651K,AMD,N/A,AMD Athlon II X4,Lynx,Llano,FM1,4,4,3,N/A,4 MB,0 MB,100,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/7yYXsY/amd-cpu-ad651kwngxbox
Intel Core i3-3210,Intel,$159.00+,Intel Core i3,Ivy Bridge,Ivy Bridge,LGA1155,2,4,3.2,N/A,0.5 MB,3 MB,55,Intel HD Graphics 2500,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/dR7wrH/intel-cpu-bx80637i33210
Intel Core i3-4130T,Intel,N/A,Intel Core i3,Haswell,Haswell,LGA1150,2,4,2.9,N/A,0.5 MB,3 MB,35,Intel HD Graphics 4400,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/gjw323/intel-cpu-bx80646i34130t
Intel Xeon E3-1245 V3,Intel,N/A,Intel Xeon E3,Haswell,Haswell,LGA1150,4,8,3.4,3.8,1 MB,8 MB,84,Intel HD Graphics P4600,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/XGyFf7/intel-cpu-bx80646e31245v3
Intel Xeon E5-2640,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,6,12,2.5,3,1.5 MB,15 MB,95,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/xKvRsY/intel-cpu-bx80621e52640
Intel Xeon E5-2665,Intel,$149.94+,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,2.4,3.1,2 MB,20 MB,115,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/QvXfrH/intel-cpu-bx80621e52665
Intel Xeon E5-1660 V2,Intel,N/A,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,6,12,3.7,4,1.5 MB,15 MB,130,None,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/qr9KHx/intel-cpu-bx80635e51660v2
Intel Core i7-5960X,Intel,N/A,Intel Core i7 Extreme,Haswell,Haswell-E,LGA2011-3,8,16,3,3.5,2 MB,20 MB,140,None,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/BnkD4D/intel-cpu-cm8064801547964
Intel Xeon E3-1220 V5,Intel,$329.95+,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,4,3,3.5,1 MB,8 MB,80,None,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/C3Z2FT/intel-cpu-cm8066201921804
AMD Opteron 6378,AMD,N/A,AMD Opteron,Piledriver,Abu Dhabi,G34,16,16,2.4,3.3,16 MB,16 MB,115,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/HZNp99/amd-cpu-os6378wktgghkwof
Intel Core i5-3570S,Intel,N/A,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,4,3.1,3.8,1 MB,6 MB,65,Intel HD Graphics 2500,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/82RzK8/intel-core-i5-3570s-31ghz-quad-core-oemtray-processor-cm8063701093901
Intel Celeron G4900T,Intel,N/A,Intel Celeron,Coffee Lake,Coffee Lake,LGA1151,2,2,1.8,N/A,0.5 MB,2 MB,35,Intel UHD Graphics 610,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/WWBTwP/intel-celeron-g4900t-18ghz-dual-core-oemtray-processor-cm8068403379312
Intel Core i9-9920X,Intel,N/A,Intel Core i9,Skylake,Skylake-X,LGA2066,12,24,3.5,4.4,12 MB,19.25 MB,165,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/4WRzK8/intel-core-i9-9920x-35-ghz-12-core-processor-bx80673i99920x
Intel Core i5-9500F,Intel,N/A,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,6,3,4.4,1.5 MB,9 MB,65,None,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/PV3mP6/intel-core-i5-9500f-3-ghz-6-core-oemtray-processor-cm8068403362616
Intel Core i5-9400,Intel,N/A,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,6,2.9,4.1,1.5 MB,9 MB,65,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/VwrYcf/intel-core-i5-9400-29-ghz-6-core-oemtray-processor-cm8068403875505
Intel Core i5-9600T,Intel,N/A,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,6,2.3,3.9,1.5 MB,9 MB,35,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/k9TzK8/intel-core-i5-9600t-23-ghz-6-core-oemtray-processor-cm8068403358709
Intel Core i5-9600,Intel,N/A,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,6,3.1,4.6,1.5 MB,9 MB,65,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/2mPgXL/intel-core-i5-9600-31-ghz-6-core-oemtray-processor-cm8068403358610
Intel Xeon E-2174G,Intel,$649.95+,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,4,8,3.8,4.7,1 MB,8 MB,71,Intel HD Graphics P630,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/G7x2FT/intel-xeon-e-2174g-38-thz-quad-core-oemtray-processor-cm8068403654221
Intel Xeon E-2124G,Intel,$270.99 ,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,4,4,3.4,4.5,1 MB,8 MB,71,Intel HD Graphics P630,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/ZBKcCJ/intel-xeon-e-2124g-34-thz-quad-core-oemtray-processor-cm8068403654114
Intel Core i5-661,Intel,$80.00+,Intel Core i5,Westmere,Clarkdale,LGA1156,2,4,3.33,N/A,0.5 MB,4 MB,87,Intel HD Graphics,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/nxvRsY/intel-cpu-bx80616i5661
Intel Core i7-6900K,Intel,$289.95+,Intel Core i7,Broadwell,Broadwell-E,LGA2011-3,8,16,3.2,3.7,2 MB,20 MB,140,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/n3yxFT/intel-cpu-cm8067102056010
