name,price,manufacturer,formFactorInches,interfaceType,sizeTBs,RPM,cache,URL
Toshiba V300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,0.5,5700,N/A,https://pcpartpicker.com/product/XrNxFT/toshiba-v300-500-gb-35-5700rpm-internal-hard-drive-hdwu105uzsva
Hitachi 7K3000,N/A,Hitachi,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/qTckcf/hitachi-internal-hard-drive-hds723020bla642
Toshiba S300 Pro,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/GZNxFT/toshiba-s300-pro-8-tb-35-7200rpm-internal-hard-drive-hdwt380uzsva
Western Digital Ultrastar,N/A,Western Digital,3.5,SATA 6.0 Gb/s,8,7200,N/A,https://pcpartpicker.com/product/Q6XYcf/western-digital-ultrastar-8-tb-35-7200rpm-internal-hard-drive-hus728t8tale6l1
Western Digital Caviar Black,N/A,Western Digital,3.5,SATA 3.0 Gb/s,2,7200,32,https://pcpartpicker.com/product/bFNp99/western-digital-internal-hard-drive-wdbaaz0020hncnrsn
Seagate BarraCuda,N/A,Seagate,3.5,SATA 6.0 Gb/s,0.25,7200,8,https://pcpartpicker.com/product/vKtCmG/seagate-internal-hard-drive-st3250312as
Toshiba X300 Pro,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/bZmmP6/toshiba-x300-pro-4-tb-35-7200rpm-internal-hard-drive-hdwr440xzstb
Western Digital Caviar Black,N/A,Western Digital,3.5,SATA 6.0 Gb/s,1.5,7200,64,https://pcpartpicker.com/product/FtDwrH/western-digital-internal-hard-drive-wd1502faex
Western Digital VelociRaptor,N/A,Western Digital,2.5,SATA 6.0 Gb/s,0.25,10000,64,https://pcpartpicker.com/product/y69KHx/western-digital-internal-hard-drive-wd2500bhtz
Seagate Barracuda XT,N/A,Seagate,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/K4Lypg/seagate-internal-hard-drive-st33000651as
Seagate SkyHawk AI,N/A,Seagate,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/QhqBD3/seagate-skyhawk-ai-12-tb-35-7200rpm-internal-hard-drive-st12000ve0008
Seagate Pipeline HD,N/A,Seagate,3.5,SATA 3.0 Gb/s,0.25,5900,8,https://pcpartpicker.com/product/YWQypg/seagate-internal-hard-drive-st3250312cs
Samsung Spinpoint F4EG,N/A,Samsung,3.5,SATA 3.0 Gb/s,1.5,5400,32,https://pcpartpicker.com/product/wyn2FT/samsung-internal-hard-drive-hd155ui
Toshiba MK2561GSYN,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/rvXfrH/toshiba-internal-hard-drive-mk2561gsyn
Seagate ST2000NM0054,$125.00+,Seagate,3.5,SAS 12.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/mmPzK8/seagate-internal-hard-drive-st2000nm0054
Seagate Momentus 5400.6,$126.00+,Seagate,2.5,SATA 3.0 Gb/s,0.16,5400,8,https://pcpartpicker.com/product/y3YXsY/seagate-internal-hard-drive-st9160314as
Seagate Momentus 7200.4,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/3MW9TW/seagate-internal-hard-drive-st160lt016
Western Digital Scorpio Blue,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.75,5200,8,https://pcpartpicker.com/product/Rhzv6h/western-digital-internal-hard-drive-wd7500kpvt
Hitachi Travelstar Z7K320,$59.98+,Hitachi,2.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/zs3RsY/hitachi-internal-hard-drive-hte723225a7a364
Seagate Constellation.2,$48.90+,Seagate,2.5,SATA 6.0 Gb/s,0.25,7200,64,https://pcpartpicker.com/product/sBBv6h/seagate-internal-hard-drive-st9250610ns
Seagate Momentus,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/PLmLrH/seagate-internal-hard-drive-st903203n1a2asrk
Western Digital Purple,$289.00 ,Western Digital,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/VhFKHx/western-digital-purple-10-tb-35-7200rpm-internal-hard-drive-wd102purz
Seagate ST500LM033,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.5,5400,N/A,https://pcpartpicker.com/product/8YPKHx/seagate-500-gb-25-5400rpm-internal-hard-drive-st500lm033
Hitachi Travelstar 5K500.B,$65.59 ,Hitachi,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/RXw323/hitachi-internal-hard-drive-0y30053
Seagate Constellation CS,$149.34+,Seagate,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/qPZQzy/seagate-internal-hard-drive-st3000nc002
Seagate ST380215AS-IM,N/A,Seagate,3.5,SAS 3.0 Gb/s,0.08,7200,2,https://pcpartpicker.com/product/nfYXsY/seagate-internal-hard-drive-st380215asim
Samsung Spinpoint M8,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/2DR48d/samsung-internal-hard-drive-hnm500mbb
Seagate EXOS Enterprise,$197.99+,Seagate,3.5,SATA 6.0 Gb/s,2,7200,256,https://pcpartpicker.com/product/pv3mP6/seagate-exos-enterprise-2-tb-35-7200rpm-internal-hard-drive-st2000nm001a
Seagate Barracuda ES.2,$132.00+,Seagate,3.5,SATA 3.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/hg2kcf/seagate-barracuda-es2-500-gb-35-7200rpm-internal-hard-drive-st3500320ns
Hitachi Ultrastar 7K6000,N/A,Hitachi,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/zFGj4D/hitachi-internal-hard-drive-0f23019
Western Digital WD3200BPVT/BVVT/BEVT,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/kf3RsY/western-digital-internal-hard-drive-wd3200bpvtbvvtbevt
Hitachi Ultrastar,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/LKw7YJ/hitachi-ultrastar-4-tb-35-7200rpm-internal-hard-drive-0f23015
Hitachi MegaScale DC 4000.B,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,5400,64,https://pcpartpicker.com/product/p7Trxr/hitachi-internal-hard-drive-hms5c4040ble6400f22146
Hitachi He6,N/A,Hitachi,3.5,SATA 6.0 Gb/s,6,7200,64,https://pcpartpicker.com/product/4NGj4D/hitachi-internal-hard-drive-hus726060ala641
Toshiba MG04ACA200E,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/G2HRsY/toshiba-mg04aca200e-2-tb-35-7200rpm-internal-hard-drive-mg04aca200e
Toshiba MG08,$319.99+,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/QFXJ7P/toshiba-mg08-14-tb-35-7200rpm-internal-hard-drive-mg08aca14te
Toshiba S300 Pro,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/4K66Mp/toshiba-s300-pro-8-tb-35-7200rpm-internal-hard-drive-hdwt380uzsvar
Toshiba MG09 512e,$299.99 ,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/DLdG3C/toshiba-mg09-512e-14-tb-35-7200-rpm-internal-hard-drive-mg09aca14te
Western Digital Purple,$289.00 ,Western Digital,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/8r7p99/western-digital-purple-10-tb-35-7200rpm-internal-hard-drive-wd101purz
Seagate Exos X24 SED,N/A,Seagate,3.5,SAS 12.0 Gb/s,20,7200,512,https://pcpartpicker.com/product/wkCZxr/seagate-exos-x24-sed-20-tb-35-7200-rpm-internal-hard-drive-st20000nm005h
Hitachi 0F18335,$140.00+,Hitachi,3.5,SATA 6.0 Gb/s,6,7200,64,https://pcpartpicker.com/product/LnW9TW/hitachi-internal-hard-drive-0f18335
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,N/A,https://pcpartpicker.com/product/6WFbt6/toshiba-n300-12-tb-35-7200rpm-internal-hard-drive-hdwg21cuzsva
Seagate Enterprise Performance,$50.00+,Seagate,2.5,SAS 12.0 Gb/s,0.6,10000,128,https://pcpartpicker.com/product/WYsmP6/seagate-enterprise-performance-600-gb-25-10000rpm-internal-hard-drive-st600mm0009
Western Digital Gold,$371.47+,Western Digital,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/JmM323/western-digital-gold-10tb-35-7200rpm-internal-hard-drive-wd101kryz
Seagate Exos X24 SED,N/A,Seagate,3.5,SATA 6.0 Gb/s,12,7200,512,https://pcpartpicker.com/product/Km4Zxr/seagate-exos-x24-sed-12-tb-35-7200-rpm-internal-hard-drive-st12000nm001h
Toshiba MG05ACA800E,$317.00+,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/dGGnTW/toshiba-mg05aca800e-8-tb-35-7200rpm-internal-hard-drive-mg05aca800e
Western Digital Red,$175.00 ,Western Digital,3.5,SATA 6.0 Gb/s,5,5400,64,https://pcpartpicker.com/product/Fxh9TW/western-digital-internal-hard-drive-wd50efrx
Seagate Enterprise NAS,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/6cqbt6/seagate-internal-hard-drive-st2000vn0011
Western Digital Scorpio Black,$53.45+,Western Digital,2.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/PRtCmG/western-digital-internal-hard-drive-wd2500bekt
Seagate ST900MM0128,$128.50+,Seagate,2.5,SAS 12.0 Gb/s,0.9,10000,128,https://pcpartpicker.com/product/Lgs8TW/seagate-internal-hard-drive-st900mm0128
Hitachi 0B36040,$194.45+,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/bM97YJ/hitachi-4-tb-35-7200rpm-internal-hard-drive-0b36040
Hitachi Deskstar NAS,N/A,Hitachi,3.5,SATA 6.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/rz98TW/hitachi-deskstar-nas-8tb-35-7200rpm-internal-hard-drive-0s04012
Western Digital Gold,$299.49+,Western Digital,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/QKCrxr/western-digital-gold-8tb-35-7200rpm-internal-hard-drive-wd8003fryz
Western Digital WD Red Pro,$299.00+,Western Digital,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/bbKhP6/western-digital-internal-hard-drive-wd6002ffwx
Western Digital Black,$54.00+,Western Digital,2.5,SATA 6.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/khV48d/western-digital-internal-hard-drive-wd3200bekx
Western Digital Scorpio Blue,$29.95+,Western Digital,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/kKtCmG/western-digital-internal-hard-drive-wdbabc3200ancnrsn
Toshiba PH2100U-1I54,$83.99+,Toshiba,2.5,SATA 6.0 Gb/s,1,5400,8,https://pcpartpicker.com/product/kPZQzy/toshiba-internal-hard-drive-ph2100u1i54
Western Digital Purple,$348.95+,Western Digital,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/QBzFf7/western-digital-purple-14-tb-35-7200rpm-internal-hard-drive-wd140purz
Hitachi Ultrastar C10K1200,$83.99+,Hitachi,2.5,SAS 6.0 Gb/s,1.2,10000,64,https://pcpartpicker.com/product/PJx9TW/hitachi-internal-hard-drive-huc101212css600
Toshiba N300,$279.99+,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/TrZ9TW/toshiba-n300-8-tb-35-7200rpm-internal-hard-drive-hdwg480xzsta
Toshiba X300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/4BM48d/toshiba-x300-6-tb-35-7200rpm-internal-hard-drive-hdwr460uzsva
Toshiba MG04ACA400A,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/JmbTwP/toshiba-mg04aca400a-4-tb-35-7200rpm-internal-hard-drive-mg04aca400a
Toshiba MG06ACA10TA,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/tKfnTW/toshiba-mg06aca10ta-10-tb-35-7200rpm-internal-hard-drive-mg06aca10ta
Toshiba L200,N/A,Toshiba,2.5,SATA 3.0 Gb/s,1,5400,8,https://pcpartpicker.com/product/VmbTwP/toshiba-l200-1-tb-25-5400-rpm-internal-hard-drive-hdwj110uzsva
Toshiba L200,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/mmbTwP/toshiba-l200-500-gb-25-5400-rpm-internal-hard-drive-hdwj105uzsva
Western Digital RE,$285.00+,Western Digital,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/Y4zkcf/western-digital-wd-re-6-tb-35-7200rpm-internal-hard-drive-wd6001fsyz
Seagate ST2000NM0034,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/h238TW/seagate-internal-hard-drive-st2000nm0034
Seagate Desktop,N/A,Seagate,3.5,SATA 6.0 Gb/s,8,5400,N/A,https://pcpartpicker.com/product/fYsmP6/seagate-desktop-8-tb-35-5400rpm-internal-hard-drive-stbd8000400
Seagate Exos X24 SED-FIPS,N/A,Seagate,3.5,SAS 12.0 Gb/s,24,7200,512,https://pcpartpicker.com/product/sn3NnQ/seagate-exos-x24-sed-fips-24-tb-35-7200-rpm-internal-hard-drive-st24000nm006h
Western Digital VelociRaptor,N/A,Western Digital,2.5,SATA 6.0 Gb/s,0.45,10000,32,https://pcpartpicker.com/product/fqfp99/western-digital-internal-hard-drive-wd4500blhx
Western Digital RE2,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/hCQypg/western-digital-internal-hard-drive-wd1601abys
Western Digital RE2-GP,$149.94+,Western Digital,3.5,SATA 3.0 Gb/s,0.75,7200,16,https://pcpartpicker.com/product/pX7wrH/western-digital-internal-hard-drive-wd7500ayps
Western Digital RE2-GP,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/tMH323/western-digital-internal-hard-drive-wd5000abps
Western Digital Caviar Black,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/QpvRsY/western-digital-internal-hard-drive-wd7501aals
Hitachi Ultrastar 7K4000,N/A,Hitachi,3.5,SAS 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/gYn2FT/hitachi-internal-hard-drive-0b26885
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.64,7200,32,https://pcpartpicker.com/product/R2DwrH/western-digital-internal-hard-drive-wd6400aalx
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.32,7200,32,https://pcpartpicker.com/product/7mzv6h/western-digital-internal-hard-drive-wd3200aalx
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/x4TmP6/western-digital-internal-hard-drive-wd3200aaks
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.8,5400,64,https://pcpartpicker.com/product/B2DwrH/western-digital-internal-hard-drive-wd8000aars
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.64,5400,64,https://pcpartpicker.com/product/T6fp99/western-digital-internal-hard-drive-wd6400aars
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.64,5400,32,https://pcpartpicker.com/product/nYZQzy/western-digital-internal-hard-drive-wd6400aads
Western Digital Scorpio Black,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/DGFPxr/western-digital-internal-hard-drive-wd32000bjkt
Western Digital Scorpio Black,$129.94+,Western Digital,2.5,SATA 3.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/J6fp99/western-digital-internal-hard-drive-wd1600bekt
Western Digital Scorpio Blue,$59.00+,Western Digital,2.5,SATA 3.0 Gb/s,0.16,5400,8,https://pcpartpicker.com/product/7zrG3C/western-digital-internal-hard-drive-wd1600bevt
Western Digital AV-GP,N/A,Western Digital,3.5,SATA 3.0 Gb/s,2,5400,32,https://pcpartpicker.com/product/WxvRsY/western-digital-internal-hard-drive-wd20evds
Western Digital AV-GP,N/A,Western Digital,3.5,SATA 3.0 Gb/s,1,5400,8,https://pcpartpicker.com/product/T8ckcf/western-digital-internal-hard-drive-wd10evvs
Hitachi A7K1000-500,N/A,Hitachi,3.5,SATA 3.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/DBR48d/hitachi-internal-hard-drive-hua721050kla330
Hitachi 7K1000.C,$229.95+,Hitachi,3.5,SATA 3.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/yJdqqs/hitachi-internal-hard-drive-hds721075cla332
Hitachi Travelstar,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.5,5400,16,https://pcpartpicker.com/product/CptCmG/hitachi-internal-hard-drive-h2ik500854sp
Hitachi 7K1000.C,N/A,Hitachi,3.5,SATA 3.0 Gb/s,0.16,7200,8,https://pcpartpicker.com/product/XxvRsY/hitachi-internal-hard-drive-hds721016cla382
Hitachi 7K1000.B,N/A,Hitachi,3.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/tjMFf7/hitachi-internal-hard-drive-hdt721050sla360
Hitachi E7K1000,$70.00+,Hitachi,3.5,SATA 3.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/3qfp99/hitachi-internal-hard-drive-hde721050sla330
Hitachi 7K1000,N/A,Hitachi,3.5,SATA 3.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/RZmLrH/hitachi-internal-hard-drive-hds721075kla330
Hitachi Travelstar Z5K500,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/KVphP6/hitachi-internal-hard-drive-hts545032a7e380
Samsung Spinpoint F3 EG,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.5,5400,16,https://pcpartpicker.com/product/qDvRsY/samsung-internal-hard-drive-hd503hi
Samsung Spinpoint F3,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/3KTmP6/samsung-internal-hard-drive-hd754jj
Samsung Spinpoint F1 EG,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.25,5400,16,https://pcpartpicker.com/product/GWsKHx/samsung-internal-hard-drive-hd252hi
Samsung Spinpoint F1 DT,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/wTfp99/samsung-internal-hard-drive-hd753lj
Samsung Spinpoint F1 DT,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.25,7200,8,https://pcpartpicker.com/product/P2DwrH/samsung-internal-hard-drive-hd251hj
Samsung Spinpoint F1 CE,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/KyNp99/samsung-internal-hard-drive-ha751lj
Samsung Spinpoint MP4,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/Vr8Zxr/samsung-internal-hard-drive-hm320hj
Samsung Spinpoint M7,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.25,5400,8,https://pcpartpicker.com/product/kCQypg/samsung-internal-hard-drive-hm250hi
Samsung Spinpoint M7,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.4,5400,8,https://pcpartpicker.com/product/2gfp99/samsung-internal-hard-drive-hm400ji
Samsung Spinpoint M7,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/bNV48d/samsung-internal-hard-drive-hm500ji
Samsung Spinpoint M7E,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/63JwrH/samsung-internal-hard-drive-hm501ii
Samsung Spinpoint M7E,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/jPkD4D/samsung-internal-hard-drive-hm321hi
Hitachi Deskstar NAS,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/dzyxFT/hitachi-internal-hard-drive-h3iknas40003272sn
Toshiba N300,$249.99+,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/c8VmP6/toshiba-n300-6-tb-35-7200rpm-internal-hard-drive-hdwg460xzsta
Seagate Enterprise Capacity,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/dXDJ7P/seagate-enterprise-capacity-4-tb-35-7200rpm-internal-hard-drive-st4000nm0045
Seagate Enterprise Capacity,$150.94+,Seagate,3.5,SAS 12.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/P37v6h/seagate-enterprise-capacity-4-tb-35-7200rpm-internal-hard-drive-st4000nm0065
Seagate Enterprise NAS,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/xMp323/seagate-internal-hard-drive-st2000vn0001
Western Digital Caviar Black,N/A,Western Digital,3.5,SATA 3.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/Bqn2FT/western-digital-internal-hard-drive-wd10000lsrtl
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,2,5400,32,https://pcpartpicker.com/product/npsKHx/western-digital-internal-hard-drive-wd20000csrtl
Seagate Barracuda ES.2,$116.00 ,Seagate,3.5,SATA 3.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/C8Bv6h/seagate-barracuda-es2-750-gb-35-7200rpm-internal-hard-drive-st3750330ns
Seagate Pipeline HD,N/A,Seagate,3.5,SATA 3.0 Gb/s,1,5900,8,https://pcpartpicker.com/product/dbg323/seagate-internal-hard-drive-st31000322cs
Seagate Barracuda LP,$135.44+,Seagate,3.5,SATA 3.0 Gb/s,1,5900,32,https://pcpartpicker.com/product/PJ9KHx/seagate-internal-hard-drive-st31000520as
Seagate SV35,N/A,Seagate,3.5,SATA 6.0 Gb/s,1,5400,64,https://pcpartpicker.com/product/g6hj4D/seagate-internal-hard-drive-st1000vx002
Seagate Surveillance HDD,N/A,Seagate,3.5,SATA 6.0 Gb/s,5,5400,128,https://pcpartpicker.com/product/L3Crxr/seagate-internal-hard-drive-st5000vx0011
LaCie ST1000LM038,N/A,LaCie,2.5,SATA 6.0 Gb/s,1,5400,128,https://pcpartpicker.com/product/fHw7YJ/lacie-1-tb-25-5400rpm-internal-hard-drive-st1000lm038
Seagate ST1800MM0128,N/A,Seagate,2.5,SAS 12.0 Gb/s,1.8,10000,128,https://pcpartpicker.com/product/qcfmP6/seagate-internal-hard-drive-st1800mm0128
Seagate BarraCuda,N/A,Seagate,3.5,SATA 3.0 Gb/s,0.25,7200,8,https://pcpartpicker.com/product/X8phP6/seagate-internal-hard-drive-st3250824as
Hitachi Ultrastar He8,N/A,Hitachi,3.5,SATA 6.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/ywPzK8/hitachi-internal-hard-drive-huh728080ale6040f23668
Hitachi Ultrastar 7K6000,N/A,Hitachi,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/P238TW/hitachi-internal-hard-drive-0f23029
Seagate ST1000NX0333,$70.00+,Seagate,2.5,SAS 12.0 Gb/s,1,7200,128,https://pcpartpicker.com/product/Mf7CmG/seagate-internal-hard-drive-st1000nx0333
Western Digital Scorpio Black,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.08,7200,16,https://pcpartpicker.com/product/XjMFf7/western-digital-internal-hard-drive-wd800bekt
Toshiba MG03ACA,N/A,Toshiba,3.5,SATA 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/my6BD3/toshiba-internal-hard-drive-mg03aca100
Seagate Archive HDD v2,N/A,Seagate,3.5,SATA 6.0 Gb/s,5,5900,128,https://pcpartpicker.com/product/RGfmP6/seagate-internal-hard-drive-st5000as0001
Toshiba MG03ACA,N/A,Toshiba,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/kC7wrH/toshiba-internal-hard-drive-mg03aca300
Dell 341-9520,N/A,Dell,3.5,SAS 3.0 Gb/s,0.45,15000,16,https://pcpartpicker.com/product/dXH48d/dell-internal-hard-drive-3419520
Toshiba HDWA130XZSTA,N/A,Toshiba,3.5,SATA 6.0 Gb/s,3,5700,64,https://pcpartpicker.com/product/VJfmP6/toshiba-internal-hard-drive-hdwa130xzsta
Western Digital AV-GP,N/A,Western Digital,3.5,SATA 3.0 Gb/s,2,5400,64,https://pcpartpicker.com/product/vtTmP6/western-digital-internal-hard-drive-wd20eurs
Seagate Constellation CS,N/A,Seagate,3.5,SATA 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/hqGkcf/seagate-internal-hard-drive-st1000nc001
Seagate Momentus 5400.3,N/A,Seagate,2.5,PATA 44-Pin 100,0.04,5400,8,https://pcpartpicker.com/product/tcTrxr/seagate-internal-hard-drive-st940815a
Seagate ST1000LM050,N/A,Seagate,2.5,SATA 6.0 Gb/s,1,7200,N/A,https://pcpartpicker.com/product/33wkcf/seagate-1-tb-25-7200rpm-internal-hard-drive-st1000lm050
Hitachi Travelstar 7K500,$84.10+,Hitachi,2.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/8yMFf7/hitachi-internal-hard-drive-hts725050a9a364
Western Digital AV-GP,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.5,5400,16,https://pcpartpicker.com/product/QMh9TW/western-digital-internal-hard-drive-wd5000avcs
Toshiba P300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/byyV3C/toshiba-p300-500gb-35-7200rpm-internal-hard-drive-hdwd105ezsta
Toshiba N300,$422.04 ,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,256,https://pcpartpicker.com/product/3Vkj4D/toshiba-n300-14-tb-35-7200rpm-internal-hard-drive-hdwg21exzsta
Seagate Momentus 5400.6,,,,,,,,https://pcpartpicker.com/product/BJLypg/seagate-internal-hard-drive-st160lt015
Western Digital RE4,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.25,7200,64,https://pcpartpicker.com/product/nYGkcf/western-digital-internal-hard-drive-wd2503abyx
Hitachi H3IK40003272SP,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/pLZQzy/hitachi-internal-hard-drive-h3ik40003272sp
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.75,5400,64,https://pcpartpicker.com/product/KDLypg/western-digital-internal-hard-drive-wd7500azrx
Toshiba MG09 512e,N/A,Toshiba,3.5,SATA 6.0 Gb/s,20,7200,512,https://pcpartpicker.com/product/jzXV3C/toshiba-mg09-512e-20-tb-35-7200-rpm-internal-hard-drive-ma09aca20tem
Toshiba MG09 4Kn SIE,N/A,Toshiba,3.5,SATA 6.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/ZMMMnQ/toshiba-mg09-4kn-sie-18-tb-35-7200-rpm-internal-hard-drive-mg09aca18tay
